	GEN16	district	party	femaleis1	19
55102	0.0	ORA	NPA	1	4
55103	1.0	PIN	NPA	1	5
55104	1.0	PAS	REP	0	5
55105	1.0	SEM	DEM	0	5
55106	1.0	DAD	NPA	0	4
55107	1.0	BRO	DEM	1	3
55108	1.0	DAD	DEM	0	4
55109	1.0	ORA	INT	1	4
55110	1.0	STL	DEM	0	3
55111	0.0	DAD	DEM	0	4
55112	1.0	ORA	DEM	1	5
55113	1.0	ESC	REP	0	1
55114	1.0	ESC	DEM	0	3
55115	1.0	DUV	REP	0	2
55116	1.0	HIL	REP	1	5
55117	0.0	LEE	REP	0	5
55118	1.0	PIN	NPA	1	5
55119	1.0	HIL	REP	0	5
55120	0.0	BRO	REP	0	5
55121	1.0	SAR	REP	0	5
55122	1.0	HIL	REP	1	4
55123	1.0	ORA	REP	1	5
55124	1.0	HIL	REP	1	5
55125	1.0	DAD	DEM	0	4
55126	0.0	MRT	INT	1	5
55127	0.0	DAD	DEM	1	9
55128	1.0	CLL	DEM	0	3
55129	1.0	PAL	NPA	0	6
55130	1.0	MRN	REP	1	5
55131	1.0	HIL	DEM	0	7
55132	0.0	DAD	NPA	1	4
55133	0.0	POL	DEM	1	5
55134	1.0	BRO	NPA	0	3
55135	1.0	MRT	DEM	1	5
55136	1.0	DAD	NPA	1	4
55137	1.0	BRO	REP	0	5
55138	1.0	DAD	REP	0	4
55139	1.0	DAD	REP	1	4
55140	1.0	DAD	DEM	1	4
55141	1.0	OSC	NPA	0	4
55142	1.0	PAL	DEM	0	5
55143	0.0	HIL	NPA	0	5
55144	1.0	MON	REP	0	5
55145	1.0	PIN	DEM	0	5
55146	1.0	ALA	DEM	0	2
55147	0.0	PAS	DEM	0	7
55148	1.0	LEE	DEM	0	5
55149	1.0	POL	REP	1	5
55150	1.0	STL	REP	1	5
55151	1.0	BRE	INT	1	9
55152	1.0	ALA	REP	0	5
55153	1.0	DAD	DEM	1	3
55154	1.0	SAR	REP	1	5
55155	1.0	HIL	REP	0	5
55156	1.0	HIL	DEM	1	4
55157	0.0	DAD	DEM	0	3
55158	1.0	VOL	DEM	0	5
55159	1.0	DAD	NPA	1	4
55160	1.0	HIL	DEM	1	3
55161	1.0	NAS	REP	0	5
55162	1.0	PAL	DEM	0	5
55163	1.0	PIN	DEM	1	5
55164	1.0	SAN	REP	0	5
55165	0.0	PIN	DEM	1	4
55166	1.0	LEO	DEM	0	3
55167	1.0	LEE	NPA	0	5
55168	1.0	DUV	DEM	0	5
55169	1.0	SUM	INT	1	5
55170	1.0	LEE	REP	0	5
55171	1.0	PIN	DEM	1	3
55172	1.0	LAK	REP	1	5
55173	1.0	PAL	NPA	1	4
55174	1.0	SEM	NPA	1	3
55175	1.0	ORA	REP	0	5
55176	1.0	HIG	DEM	1	5
55177	1.0	ORA	DEM	1	3
55178	1.0	MRN	REP	0	5
55179	0.0	LAK	REP	1	5
55180	1.0	MRT	REP	1	5
55181	1.0	SEM	REP	1	5
55182	1.0	ORA	REP	1	5
55183	0.0	DAD	DEM	1	4
55184	1.0	HIL	REP	1	5
55185	1.0	CLL	REP	1	5
55186	1.0	PIN	REP	1	5
55187	1.0	ORA	NPA	1	4
55188	1.0	SUM	DEM	0	5
55189	1.0	VOL	REP	1	5
55190	1.0	OKA	REP	0	5
55191	1.0	BRO	REP	0	5
55192	1.0	DAD	NPA	0	5
55193	1.0	IND	NPA	0	5
55194	1.0	POL	REP	0	5
55195	1.0	CLA	REP	1	5
55196	1.0	DAD	NPA	0	4
55197	1.0	ORA	REP	0	5
55198	1.0	BAY	REP	1	5
55199	0.0	ORA	REP	1	5
55200	0.0	PIN	REP	1	4
55201	1.0	DAD	REP	0	5
55202	1.0	PAL	NPA	0	5
55203	1.0	DAD	DEM	0	4
55204	1.0	HAM	DEM	1	5
55205	0.0	CLM	DEM	1	3
55206	1.0	LEE	NPA	1	2
55207	1.0	MAN	NPA	1	5
55208	1.0	DAD	DEM	0	5
55209	0.0	OSC	DEM	0	3
55210	1.0	OKA	DEM	0	2
55211	1.0	PAL	NPA	0	5
55212	1.0	DAD	NPA	0	4
55213	1.0	PAL	REP	1	5
55214	1.0	MRN	NPA	0	5
55215	1.0	BRO	DEM	0	3
55216	1.0	SEM	REP	1	5
55217	1.0	CLA	REP	1	5
55218	1.0	PIN	DEM	1	5
55219	1.0	POL	DEM	0	3
55220	1.0	DAD	NPA	0	4
55221	1.0	DAD	REP	0	4
55222	1.0	LAK	DEM	1	3
55223	1.0	PIN	REP	0	5
55224	1.0	BRO	DEM	1	6
55225	0.0	SAN	NPA	1	5
55226	1.0	DUV	INT	1	5
55227	1.0	ORA	REP	1	5
55228	1.0	OKA	NPA	0	4
55229	1.0	DIX	REP	1	5
55230	1.0	LEE	NPA	0	5
55231	1.0	PAL	DEM	1	5
55232	1.0	DAD	DEM	1	6
55233	1.0	STL	REP	1	5
55234	1.0	LEO	REP	0	4
55235	0.0	LEO	DEM	1	3
55236	0.0	POL	DEM	1	6
55237	1.0	PAL	DEM	1	5
55238	1.0	CLA	DEM	0	5
55239	1.0	HIL	DEM	1	3
55240	1.0	DUV	NPA	1	4
55241	1.0	LEO	NPA	1	5
55242	1.0	DUV	REP	1	5
55243	1.0	DAD	DEM	1	4
55244	1.0	BAY	REP	0	5
55245	1.0	PIN	REP	1	5
55246	1.0	ORA	NPA	0	4
55247	1.0	BRE	NPA	1	5
55248	1.0	SEM	REP	1	5
55249	1.0	BRO	DEM	0	4
55250	1.0	BRO	DEM	1	4
55251	0.0	POL	REP	1	5
55252	1.0	DUV	REP	1	5
55253	1.0	DAD	DEM	1	4
55254	1.0	LEO	DEM	0	5
55255	1.0	ESC	REP	0	5
55256	1.0	HIL	DEM	1	2
55257	1.0	CIT	DEM	0	5
55258	0.0	DAD	DEM	0	3
55259	1.0	DAD	NPA	1	4
55260	1.0	ORA	DEM	0	5
55261	1.0	WAL	REP	1	5
55262	1.0	MAN	REP	0	5
55263	1.0	PIN	DEM	1	5
55264	1.0	BRO	REP	1	5
55265	1.0	PIN	DEM	0	5
55266	1.0	DAD	REP	1	4
55267	1.0	PIN	INT	0	5
55268	0.0	ORA	NPA	1	4
55269	0.0	HIL	DEM	0	3
55270	1.0	ORA	REP	1	2
55271	1.0	BRO	REP	0	5
55272	0.0	PIN	NPA	0	5
55273	1.0	BRO	DEM	1	5
55274	1.0	IND	IDP	1	5
55275	0.0	CHA	NPA	1	5
55276	1.0	HIL	DEM	1	3
55277	1.0	LEE	DEM	0	5
55278	1.0	ORA	DEM	0	4
55279	1.0	VOL	NPA	1	5
55280	1.0	DAD	NPA	1	4
55281	1.0	HIL	DEM	1	3
55282	0.0	DAD	NPA	0	9
55283	1.0	STL	DEM	1	3
55284	1.0	PAS	REP	0	5
55285	1.0	ORA	NPA	0	5
55286	1.0	PIN	DEM	1	9
55287	1.0	POL	NPA	1	5
55288	1.0	HIL	REP	1	2
55289	1.0	BAY	REP	0	6
55290	1.0	BRE	NPA	0	5
55291	1.0	DAD	NPA	0	4
55292	1.0	LEO	DEM	0	5
55293	1.0	PAS	NPA	1	5
55294	1.0	ORA	REP	1	5
55295	1.0	MON	DEM	1	5
55296	1.0	DAD	NPA	1	5
55297	1.0	PAL	DEM	1	5
55298	1.0	LEE	DEM	0	4
55299	0.0	BRE	DEM	1	3
55300	0.0	DUV	NPA	0	4
55301	1.0	BAY	DEM	1	3
55302	1.0	DAD	DEM	1	5
55303	0.0	MAN	NPA	0	5
55304	0.0	PAS	NPA	0	5
55305	1.0	STJ	REP	0	5
55306	1.0	DUV	DEM	1	3
55307	1.0	DAD	REP	0	4
55308	1.0	HER	REP	1	5
55309	1.0	BRE	DEM	1	3
55310	1.0	HIL	DEM	1	3
55311	0.0	SUM	REP	0	5
55312	1.0	STJ	REP	1	5
55313	1.0	PAL	REP	0	4
55314	1.0	ESC	REP	1	5
55315	1.0	SEM	REP	1	5
55316	1.0	ORA	NPA	1	7
55317	1.0	HIL	REP	0	5
55318	1.0	STJ	REP	0	5
55319	1.0	MAD	DEM	0	3
55320	1.0	PIN	REP	1	5
55321	1.0	LEO	REP	1	5
55322	1.0	HIL	DEM	0	5
55323	1.0	SAR	DEM	0	3
55324	1.0	POL	DEM	0	5
55325	1.0	ORA	REP	1	5
55326	1.0	MRT	INT	0	5
55327	1.0	CLA	REP	0	5
55328	1.0	HIL	NPA	0	4
55329	1.0	STL	REP	0	5
55330	0.0	ESC	LPF	1	3
55331	1.0	LEO	REP	1	5
55332	1.0	CLL	REP	1	5
55333	1.0	DUV	REP	0	5
55334	1.0	PAL	REP	1	5
55335	1.0	BRE	NPA	0	9
55336	1.0	ORA	REP	0	5
55337	0.0	ORA	DEM	0	5
55338	1.0	MAN	INT	1	5
55339	0.0	POL	NPA	0	5
55340	1.0	PAL	REP	0	5
55341	1.0	GAD	DEM	1	5
55342	1.0	PAL	NPA	1	9
55343	1.0	ALA	REP	1	5
55344	1.0	HIL	REP	0	5
55345	1.0	SUM	REP	1	5
55346	1.0	PAL	REP	0	3
55347	1.0	SEM	DEM	0	3
55348	1.0	BRO	DEM	1	4
55349	0.0	WAS	INT	0	5
55350	1.0	BRO	NPA	1	5
55351	1.0	BRO	NPA	1	4
55352	1.0	SAR	REP	1	5
55353	1.0	ORA	DEM	1	4
55354	1.0	BRO	NPA	0	5
55355	1.0	PIN	NPA	0	5
55356	0.0	DAD	REP	0	4
55357	1.0	PIN	REP	1	5
55358	0.0	SAR	REP	0	5
55359	1.0	PAL	DEM	1	3
55360	1.0	DUV	REP	0	5
55361	1.0	VOL	DEM	1	5
55362	1.0	BRO	REP	1	5
55363	1.0	DAD	REP	1	4
55364	1.0	POL	DEM	1	9
55365	0.0	LEE	REP	0	6
55366	0.0	PAL	DEM	0	5
55367	0.0	PAL	NPA	0	6
55368	1.0	ESC	DEM	0	3
55369	1.0	PIN	REP	1	5
55370	1.0	PAL	NPA	1	2
55371	1.0	BRO	DEM	1	5
55372	1.0	HER	DEM	0	5
55373	1.0	DUV	NPA	1	5
55374	1.0	HEN	DEM	1	4
55375	1.0	MRT	REP	0	5
55376	1.0	BRO	DEM	0	5
55377	1.0	LEE	DEM	0	3
55378	0.0	BRO	DEM	0	4
55379	0.0	POL	DEM	0	5
55380	0.0	POL	DEM	1	5
55381	1.0	SEM	REP	0	5
55382	1.0	HIL	DEM	1	9
55383	0.0	PAL	NPA	0	5
55384	1.0	CLA	DEM	1	5
55385	1.0	BAY	REP	1	5
55386	1.0	PAL	DEM	0	5
55387	1.0	OSC	REP	0	5
55388	1.0	LAK	DEM	1	3
55389	1.0	PIN	DEM	1	5
55390	0.0	PIN	DEM	1	5
55391	0.0	HIL	DEM	1	4
55392	1.0	IND	NPA	0	5
55393	1.0	BRE	REP	1	5
55394	1.0	DAD	DEM	1	4
55395	1.0	DAD	REP	1	5
55396	1.0	PAS	REP	1	5
55397	1.0	LEO	REP	0	5
55398	0.0	STL	DEM	0	5
55399	1.0	HIL	DEM	1	5
55400	1.0	DAD	DEM	1	4
55401	1.0	BRE	REP	0	5
55402	1.0	BRO	DEM	1	4
55403	1.0	OKA	REP	0	5
55404	1.0	ORA	DEM	1	5
55405	1.0	PIN	NPA	1	3
55406	1.0	DAD	REP	0	5
55407	1.0	PAS	IDP	0	4
55408	1.0	BRO	DEM	1	5
55409	1.0	DUV	DEM	0	3
55410	1.0	ORA	REP	0	5
55411	1.0	TAY	DEM	0	3
55412	0.0	HIL	DEM	0	3
55413	1.0	DAD	REP	0	4
55414	1.0	MRN	NPA	0	5
55415	1.0	HIL	REP	0	5
55416	1.0	PIN	DEM	1	5
55417	1.0	SAN	REP	1	5
55418	1.0	OKE	INT	1	3
55419	1.0	PIN	DEM	1	5
55420	0.0	HIL	DEM	1	4
55421	1.0	LEE	DEM	0	4
55422	0.0	SAR	REP	0	5
55423	1.0	BRO	DEM	0	5
55424	1.0	OKA	REP	1	5
55425	0.0	PAL	REP	1	5
55426	1.0	DAD	NPA	0	4
55427	0.0	GLA	REP	0	5
55428	1.0	PAL	DEM	1	5
55429	1.0	ORA	DEM	1	5
55430	0.0	LEO	NPA	0	5
55431	1.0	CHA	REP	0	5
55432	1.0	DAD	NPA	0	4
55433	1.0	GAD	DEM	0	5
55434	1.0	BRO	NPA	0	5
55435	1.0	PAL	DEM	0	4
55436	1.0	PIN	NPA	1	9
55437	1.0	BRE	REP	1	5
55438	1.0	BRO	NPA	1	4
55439	1.0	STL	DEM	1	3
55440	1.0	ORA	REP	1	2
55441	1.0	SAR	DEM	1	5
55442	0.0	BRO	DEM	1	4
55443	1.0	BRO	NPA	0	5
55444	1.0	PAL	DEM	1	3
55445	1.0	MAN	DEM	0	3
55446	0.0	CLA	DEM	1	3
55447	1.0	PAL	NPA	0	5
55448	1.0	PIN	REP	1	5
55449	1.0	HIL	REP	0	5
55450	1.0	CHA	DEM	1	5
55451	1.0	DAD	REP	1	4
55452	0.0	ORA	REP	0	4
55453	1.0	DAD	REP	0	9
55454	1.0	CLM	DEM	0	5
55455	1.0	LEE	REP	0	5
55456	1.0	POL	REP	1	4
55457	1.0	ORA	DEM	1	5
55458	1.0	PAL	REP	0	5
55459	1.0	SAR	DEM	0	4
55460	1.0	VOL	NPA	1	5
55461	0.0	BRE	REP	1	5
55462	0.0	PIN	NPA	1	3
55463	0.0	PIN	REP	1	5
55464	1.0	PAS	DEM	0	5
55465	0.0	HOL	REP	0	5
55466	1.0	PIN	REP	1	5
55467	1.0	HIL	DEM	1	3
55468	1.0	SEM	DEM	1	5
55469	0.0	CLL	NPA	0	5
55470	1.0	PIN	REP	0	5
55471	1.0	LAK	REP	0	5
55472	1.0	NAS	DEM	1	5
55473	1.0	BRE	REP	1	5
55474	1.0	ORA	REP	1	5
55475	1.0	LEE	DEM	1	5
55476	1.0	MAD	DEM	1	5
55477	1.0	STJ	REP	0	5
55478	1.0	DAD	NPA	1	4
55479	1.0	BRO	NPA	0	6
55480	1.0	VOL	DEM	0	4
55481	1.0	PAL	NPA	1	9
55482	1.0	DUV	DEM	1	3
55483	1.0	DAD	REP	0	4
55484	1.0	ORA	REP	0	5
55485	1.0	HIL	NPA	0	5
55486	1.0	BRO	NPA	0	4
55487	1.0	DAD	REP	0	4
55488	1.0	FLA	NPA	0	4
55489	1.0	MAD	DEM	1	5
55490	1.0	BRO	REP	0	5
55491	1.0	BRO	REP	0	4
55492	1.0	ORA	DEM	1	3
55493	1.0	BRO	DEM	1	4
55494	1.0	DUV	REP	0	5
55495	1.0	HIL	DEM	1	5
55496	1.0	BRO	DEM	1	5
55497	1.0	PIN	DEM	0	4
55498	1.0	DAD	NPA	1	5
55499	1.0	DUV	DEM	0	5
55500	1.0	SEM	REP	1	5
55501	1.0	HIL	DEM	1	5
55502	1.0	BRE	NPA	1	5
55503	1.0	POL	REP	1	5
55504	1.0	BRA	REP	1	5
55505	0.0	DAD	NPA	0	9
55506	1.0	OKA	DEM	1	5
55507	1.0	HIL	REP	0	4
55508	0.0	STL	NPA	0	1
55509	1.0	BRE	DEM	1	5
55510	1.0	PAL	DEM	0	5
55511	1.0	SAR	DEM	1	5
55512	1.0	LAK	DEM	1	5
55513	0.0	ORA	DEM	0	4
55514	0.0	DAD	INT	1	5
55515	1.0	SAR	NPA	1	5
55516	1.0	DAD	NPA	0	4
55517	1.0	MAN	NPA	0	4
55518	1.0	BRO	DEM	1	4
55519	1.0	ALA	REP	0	5
55520	0.0	OSC	DEM	0	4
55521	1.0	LAK	DEM	0	3
55522	1.0	BRE	DEM	1	5
55523	0.0	SEM	DEM	0	5
55524	1.0	BRO	DEM	1	5
55525	1.0	OKA	NPA	0	5
55526	1.0	STJ	REP	1	5
55527	1.0	ORA	NPA	1	5
55528	1.0	HIL	DEM	1	3
55529	1.0	BRE	REP	0	5
55530	0.0	PAL	NPA	1	6
55531	0.0	OKA	DEM	0	3
55532	1.0	OSC	DEM	0	3
55533	1.0	MAN	REP	0	5
55534	1.0	LEO	REP	1	5
55535	1.0	DUV	DEM	1	3
55536	1.0	PAL	DEM	1	3
55537	1.0	PAL	NPA	1	5
55538	1.0	PAL	DEM	0	5
55539	1.0	PAL	DEM	0	5
55540	0.0	DAD	REP	1	4
55541	1.0	ORA	NPA	1	5
55542	1.0	ORA	NPA	1	4
55543	1.0	ORA	REP	0	5
55544	1.0	OSC	NPA	0	4
55545	0.0	BRE	DEM	1	5
55546	1.0	LEE	REP	1	5
55547	1.0	PAL	DEM	1	5
55548	1.0	POL	DEM	1	5
55549	0.0	CLL	DEM	0	5
55550	1.0	SAR	NPA	0	9
55551	0.0	WAL	REP	1	5
55552	1.0	DAD	NPA	1	4
55553	0.0	ORA	NPA	0	5
55554	0.0	STJ	REP	0	5
55555	1.0	HIL	DEM	1	5
55556	1.0	LIB	REP	0	5
55557	0.0	SAR	DEM	0	5
55558	1.0	DAD	DEM	1	3
55559	0.0	HIL	DEM	0	4
55560	1.0	HIL	DEM	1	3
55561	0.0	PAL	NPA	0	9
55562	1.0	FLA	REP	0	5
55563	0.0	PAL	NPA	0	5
55564	1.0	ORA	DEM	0	2
55565	1.0	PUT	DEM	0	5
55566	1.0	DAD	DEM	1	3
55567	1.0	LEE	REP	0	4
55568	1.0	PAL	DEM	1	3
55569	1.0	STJ	NPA	0	5
55570	1.0	BRE	DEM	1	3
55571	1.0	SAR	NPA	1	5
55572	1.0	BRE	REP	0	5
55573	1.0	PAL	NPA	1	4
55574	1.0	MAN	REP	0	5
55575	0.0	BAY	DEM	0	5
55576	1.0	DAD	REP	1	4
55577	1.0	OSC	DEM	1	4
55578	1.0	LAK	NPA	1	4
55579	1.0	PAL	DEM	1	5
55580	1.0	PIN	INT	1	5
55581	1.0	IND	REP	0	5
55582	1.0	LAK	NPA	1	5
55583	1.0	SUM	INT	0	5
55584	0.0	IND	NPA	1	5
55585	1.0	DAD	DEM	0	3
55586	1.0	CLL	REP	0	5
55587	1.0	ALA	REP	0	5
55588	1.0	PIN	REP	0	5
55589	1.0	DAD	NPA	1	5
55590	1.0	DAD	NPA	1	4
55591	0.0	CLL	NPA	0	4
55592	1.0	BRO	DEM	0	5
55593	1.0	CLM	REP	0	5
55594	1.0	CLL	REP	1	5
55595	1.0	BRO	DEM	0	3
55596	1.0	SAR	DEM	0	5
55597	1.0	PIN	INT	1	5
55598	0.0	ORA	DEM	1	3
55599	1.0	HIL	DEM	1	3
55600	1.0	POL	REP	0	5
55601	0.0	HIL	DEM	0	5
55602	1.0	BRE	REP	1	5
55603	1.0	VOL	REP	1	5
55604	1.0	TAY	DEM	1	5
55605	1.0	ORA	REP	1	5
55606	0.0	HIL	DEM	1	1
55607	0.0	CLL	REP	0	5
55608	1.0	HIG	DEM	0	5
55609	1.0	WAK	NPA	0	5
55610	1.0	SEM	DEM	0	5
55611	1.0	DAD	NPA	0	4
55612	1.0	LEE	REP	1	5
55613	1.0	SAR	DEM	0	6
55614	1.0	CLA	REP	0	5
55615	1.0	DAD	NPA	1	4
55616	1.0	HER	REP	1	5
55617	0.0	HIL	REP	1	5
55618	1.0	MRN	REP	1	5
55619	1.0	PAL	REP	1	5
55620	1.0	BRO	REP	0	2
55621	1.0	ORA	REP	1	5
55622	0.0	PAL	NPA	0	5
55623	1.0	DAD	DEM	0	4
55624	1.0	OKA	REP	1	5
55625	1.0	DUV	REP	0	5
55626	1.0	TAY	NPA	1	5
55627	1.0	PAS	REP	1	5
55628	1.0	LEE	NPA	1	5
55629	1.0	MRN	REP	0	5
55630	1.0	MRN	DEM	0	4
55631	0.0	SAR	DEM	0	3
55632	1.0	DUV	NPA	0	5
55633	1.0	ORA	DEM	1	3
55634	1.0	PIN	NPA	0	5
55635	1.0	LEO	DEM	1	3
55636	0.0	ORA	NPA	1	5
55637	1.0	HIL	REP	1	5
55638	1.0	GAD	DEM	1	5
55639	1.0	DAD	DEM	0	9
55640	1.0	OSC	NPA	1	5
55641	1.0	DAD	REP	1	4
55642	1.0	BRO	DEM	0	4
55643	1.0	BRA	DEM	1	5
55644	1.0	IND	NPA	0	5
55645	0.0	DAD	NPA	1	5
55646	1.0	HIL	DEM	1	5
55647	0.0	BAY	REP	1	5
55648	1.0	MRN	REP	0	5
55649	1.0	LEO	DEM	0	5
55650	1.0	POL	DEM	0	5
55651	1.0	DAD	REP	1	4
55652	1.0	BRE	NPA	1	5
55653	1.0	POL	NPA	1	5
55654	1.0	PAL	REP	0	5
55655	1.0	PIN	DEM	1	5
55656	1.0	ORA	DEM	0	3
55657	1.0	OSC	DEM	1	5
55658	1.0	DAD	REP	0	5
55659	1.0	ORA	DEM	0	3
55660	0.0	ORA	DEM	0	3
55661	0.0	LEO	NPA	0	3
55662	1.0	HIL	DEM	1	4
55663	0.0	DAD	DEM	1	3
55664	1.0	ORA	REP	0	5
55665	1.0	PIN	INT	1	5
55666	1.0	BRE	DEM	0	3
55667	1.0	ORA	DEM	1	3
55668	1.0	BRE	REP	0	5
55669	1.0	PAS	REP	1	5
55670	1.0	ORA	INT	0	5
55671	1.0	VOL	REP	0	5
55672	1.0	LEO	REP	0	5
55673	1.0	MON	REP	0	5
55674	1.0	MAN	REP	1	5
55675	1.0	STJ	REP	1	5
55676	1.0	SUM	INT	1	5
55677	1.0	DAD	NPA	1	5
55678	1.0	OSC	NPA	1	4
55679	1.0	DAD	NPA	1	5
55680	1.0	VOL	DEM	0	5
55681	1.0	DUV	REP	1	5
55682	0.0	PAL	DEM	0	3
55683	1.0	SEM	INT	0	5
55684	1.0	HIL	DEM	0	5
55685	0.0	DAD	DEM	1	5
55686	1.0	HIL	REP	1	4
55687	1.0	WAL	NPA	1	5
55688	1.0	HIL	REP	0	5
55689	1.0	VOL	REP	1	5
55690	1.0	IND	NPA	0	5
55691	1.0	LAK	REP	1	4
55692	1.0	ESC	REP	1	5
55693	1.0	BRO	DEM	0	5
55694	1.0	LAK	IDP	0	5
55695	1.0	LEO	DEM	1	3
55696	1.0	PIN	NPA	0	5
55697	1.0	STL	DEM	1	3
55698	1.0	VOL	REP	1	5
55699	0.0	PAS	NPA	1	4
55700	0.0	DUV	DEM	1	3
55701	1.0	VOL	REP	1	5
55702	1.0	PAL	DEM	1	3
55703	0.0	DAD	GRE	1	4
55704	1.0	PIN	NPA	0	5
55705	0.0	MRT	REP	0	5
55706	1.0	BRE	INT	0	5
55707	1.0	MRN	REP	1	5
55708	1.0	MAN	NPA	1	5
55709	1.0	BRE	REP	1	5
55710	1.0	LEO	NPA	1	3
55711	1.0	POL	DEM	0	5
55712	1.0	PIN	REP	1	5
55713	1.0	DAD	DEM	1	4
55714	1.0	BRO	DEM	0	4
55715	1.0	DUV	DEM	1	3
55716	1.0	ORA	LPF	0	5
55717	1.0	PUT	NPA	0	5
55718	1.0	VOL	REP	1	5
55719	1.0	DAD	NPA	1	4
55720	1.0	LEE	REP	0	5
55721	1.0	SEM	REP	0	5
55722	1.0	ALA	DEM	0	5
55723	1.0	SAN	REP	0	5
55724	1.0	BRO	REP	1	5
55725	1.0	LEE	REP	0	5
55726	1.0	LEO	DEM	1	5
55727	1.0	POL	REP	0	5
55728	0.0	SAN	NPA	0	5
55729	1.0	NAS	NPA	1	5
55730	1.0	POL	DEM	1	4
55731	1.0	WAS	REP	1	5
55732	1.0	CLL	DEM	1	3
55733	1.0	PAL	DEM	1	5
55734	1.0	PAL	DEM	1	4
55735	1.0	HIL	REP	1	5
55736	1.0	DAD	NPA	0	4
55737	0.0	HER	DEM	1	5
55738	0.0	DAD	DEM	0	3
55739	1.0	VOL	REP	1	5
55740	1.0	BRE	REP	0	5
55741	1.0	BRO	DEM	1	5
55742	1.0	HER	REP	1	5
55743	1.0	DUV	DEM	0	3
55744	1.0	PAS	DEM	1	4
55745	1.0	PAL	NPA	0	5
55746	1.0	BRO	DEM	0	3
55747	1.0	PAS	NPA	1	5
55748	1.0	DAD	NPA	1	4
55749	1.0	BRO	DEM	1	4
55750	1.0	ORA	DEM	0	1
55751	1.0	ORA	DEM	1	3
55752	1.0	PAL	REP	0	5
55753	1.0	HER	REP	0	5
55754	1.0	BRO	REP	1	5
55755	1.0	ORA	REP	0	5
55756	1.0	DUV	DEM	1	3
55757	1.0	PAL	DEM	1	3
55758	1.0	LEE	REP	1	5
55759	0.0	STL	INT	0	5
55760	1.0	BRO	NPA	0	5
55761	0.0	DUV	DEM	0	3
55762	1.0	SUM	REP	1	5
55763	1.0	BRO	REP	1	5
55764	1.0	PIN	NPA	1	5
55765	0.0	BRO	NPA	0	5
55766	1.0	HIL	INT	0	5
55767	1.0	ESC	REP	0	5
55768	1.0	HIL	REP	0	5
55769	1.0	BRO	DEM	0	5
55770	0.0	CLA	NPA	0	5
55771	1.0	HIG	REP	0	5
55772	1.0	SEM	NPA	0	5
55773	0.0	PAL	NPA	1	5
55774	0.0	DAD	NPA	1	4
55775	1.0	PAL	NPA	0	5
55776	1.0	PAL	REP	1	4
55777	0.0	ORA	DEM	0	4
55778	1.0	ESC	DEM	0	3
55779	1.0	BRO	DEM	1	3
55780	1.0	LAK	DEM	0	5
55781	1.0	MRN	DEM	1	4
55782	1.0	DAD	REP	1	5
55783	1.0	DAD	REP	1	4
55784	1.0	DAD	DEM	0	7
55785	1.0	DAD	NPA	1	5
55786	0.0	BRO	NPA	1	3
55787	1.0	DAD	DEM	1	4
55788	1.0	LEE	REP	1	5
55789	1.0	MRN	DEM	1	4
55790	1.0	MAN	DEM	1	5
55791	0.0	LEE	DEM	0	5
55792	1.0	POL	DEM	0	3
55793	1.0	PIN	REP	1	5
55794	1.0	BRO	DEM	1	5
55795	1.0	CHA	NPA	1	5
55796	0.0	PAL	NPA	0	5
55797	1.0	ORA	REP	0	5
55798	1.0	PIN	NPA	1	5
55799	1.0	BRO	NPA	1	5
55800	1.0	IND	NPA	0	5
55801	0.0	BRO	DEM	0	3
55802	0.0	PAL	DEM	1	3
55803	1.0	VOL	REP	1	5
55804	1.0	LAK	REP	1	5
55805	1.0	CHA	REP	1	5
55806	1.0	PAS	REP	1	5
55807	1.0	MAN	REP	1	6
55808	1.0	DUV	INT	0	3
55809	0.0	ORA	NPA	0	5
55810	1.0	DES	DEM	1	5
55811	1.0	SUM	REP	1	5
55812	1.0	ORA	NPA	1	4
55813	1.0	BRO	NPA	1	6
55814	1.0	BRO	NPA	1	5
55815	1.0	LEO	DEM	0	5
55816	1.0	PAS	REP	1	5
55817	0.0	BAY	NPA	0	5
55818	0.0	OKA	NPA	1	5
55819	1.0	BRO	REP	1	5
55820	1.0	LEE	DEM	0	4
55821	1.0	PIN	REP	0	5
55822	1.0	HIL	REP	0	5
55823	1.0	BRO	REP	0	5
55824	1.0	ALA	DEM	1	3
55825	1.0	BRO	DEM	0	6
55826	1.0	SUM	REP	0	5
55827	1.0	MAN	REP	1	5
55828	1.0	VOL	NPA	1	5
55829	1.0	PAL	DEM	1	3
55830	1.0	LEV	DEM	1	5
55831	1.0	BRO	REP	1	4
55832	1.0	GAD	DEM	1	3
55833	1.0	PAL	DEM	1	5
55834	0.0	SAR	NPA	0	5
55835	1.0	MRT	REP	1	5
55836	1.0	BRE	REP	0	5
55837	1.0	PIN	REP	0	5
55838	1.0	ORA	NPA	1	5
55839	1.0	ORA	DEM	0	5
55840	1.0	PAL	DEM	1	5
55841	1.0	BRO	DEM	1	5
55842	1.0	PAL	DEM	1	5
55843	0.0	SEM	LPF	1	4
55844	1.0	PAL	DEM	1	3
55845	1.0	PIN	DEM	1	5
55846	1.0	PAL	NPA	0	4
55847	1.0	BRO	DEM	1	4
55848	1.0	ORA	NPA	0	4
55849	1.0	STJ	DEM	0	5
55850	0.0	DUV	REP	0	5
55851	1.0	SAR	REP	0	5
55852	1.0	OKA	NPA	0	5
55853	1.0	PAL	REP	1	5
55854	1.0	CLA	REP	1	5
